,GeoName,IndustryClassification,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1882,"Milwaukee-Waukesha-West Allis, WI",53,   Real estate and rental and leasing,13326.8,13996.3,14174.7,15425.5,16816.2,16676.3,17128.2,17470.1,13056.6,13844.9,14017.4
1885,"Milwaukee-Waukesha-West Allis, WI","54, 55, 56",  Professional and business services,10466.0,10559.0,9817.9,10304.8,10835.4,10970.1,11157.7,11435.2,11732.9,12165.0,12170.8
1886,"Milwaukee-Waukesha-West Allis, WI",54,"   Professional, scientific, and technical services",5029.9,5411.6,4968.1,4843.1,4925.6,4979.4,4946.2,4956.0,5196.6,5329.9,5398.9
1887,"Milwaukee-Waukesha-West Allis, WI",55,   Management of companies and enterprises,2951.5,2562.9,2563.4,3017.3,3289.7,3372.5,3505.7,3756.1,3863.3,4216.0,3995.5
1888,"Milwaukee-Waukesha-West Allis, WI",56,   Administrative and support and waste management and remediation services,2490.6,2582.4,2286.4,2446.0,2624.9,2622.7,2715.0,2740.5,2687.3,2649.3,2785.4
1891,"Milwaukee-Waukesha-West Allis, WI","61, 62","  Educational services, health care, and social assistance",8472.0,8946.5,9185.1,8984.9,9152.1,9386.6,9488.1,9446.9,9512.9,9776.6,9904.3
1892,"Milwaukee-Waukesha-West Allis, WI",61,   Educational services,1407.3,1480.4,1567.1,1598.7,1637.2,1644.7,1618.1,1603.1,1540.5,1605.1,1573.7
1893,"Milwaukee-Waukesha-West Allis, WI",62,   Health care and social assistance,7063.7,7466.0,7618.0,7386.1,7514.6,7742.7,7873.0,7847.2,7982.5,8179.7,8344.7
1897,"Milwaukee-Waukesha-West Allis, WI","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2595.2,2546.6,2384.4,2403.9,2473.3,2441.8,2430.8,2523.5,2442.1,2441.9,2522.2
1898,"Milwaukee-Waukesha-West Allis, WI",71,"   Arts, entertainment, and recreation",823.7,831.3,757.7,752.3,778.5,778.7,782.2,831.5,716.8,727.5,770.1
1901,"Milwaukee-Waukesha-West Allis, WI",72,   Accommodation and food services,1772.0,1714.9,1626.7,1651.5,1694.8,1663.1,1648.7,1692.6,1723.4,1712.9,1751.3
1904,"Milwaukee-Waukesha-West Allis, WI",81,  Other services (except government and government enterprises),1974.8,1926.3,1837.3,1817.3,1825.0,1828.5,1789.7,1782.9,1778.4,1804.4,1854.2
1909,"Milwaukee-Waukesha-West Allis, WI","11, 21",Natural resources and mining,195.8,161.3,187.8,190.8,143.3,135.1,158.1,208.2,319.2,289.1,238.1
1910,"Milwaukee-Waukesha-West Allis, WI","42, 44-45",Trade,11056.1,11012.5,10078.1,10002.5,10041.9,10031.2,10446.1,10527.1,10752.5,11045.0,11292.5
1916,"Minneapolis-St. Paul-Bloomington, MN-WI",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,457.7,454.7,435.4,408.3,368.8
1919,"Minneapolis-St. Paul-Bloomington, MN-WI",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,348.8,452.0,172.3,549.6,457.7
1923,"Minneapolis-St. Paul-Bloomington, MN-WI",22,  Utilities,,,,,,,3480.3,3302.5,3077.2,3294.5,3383.0
1924,"Minneapolis-St. Paul-Bloomington, MN-WI",23,  Construction,9144.2,7986.2,6492.3,5976.2,6205.7,6472.3,7019.2,7267.1,7815.8,8004.3,8113.9
1925,"Minneapolis-St. Paul-Bloomington, MN-WI",31-33,  Manufacturing,24188.1,24681.7,23933.3,24803.6,25930.3,25740.3,26903.3,28575.0,28353.7,29220.6,29628.3
1947,"Minneapolis-St. Paul-Bloomington, MN-WI",42,  Wholesale trade,,,,,,,15368.1,15892.2,16310.9,16107.6,16910.7
1948,"Minneapolis-St. Paul-Bloomington, MN-WI",44-45,  Retail trade,10180.1,9775.0,9556.7,10062.2,10070.1,10207.4,11054.1,11154.5,11617.3,12199.5,12547.9
1949,"Minneapolis-St. Paul-Bloomington, MN-WI",48-49,  Transportation and warehousing,,,,,,,5815.2,5727.2,5808.1,6028.5,6306.6
1958,"Minneapolis-St. Paul-Bloomington, MN-WI",51,  Information,8256.9,8529.6,,9184.8,9758.4,9333.5,9150.4,9030.7,9668.4,9573.0,9759.8
1963,"Minneapolis-St. Paul-Bloomington, MN-WI","52, 53","  Finance, insurance, real estate, rental, and leasing",48377.7,45025.1,,46496.1,48324.2,48848.3,47738.5,50007.4,50672.5,49206.1,50067.9
1964,"Minneapolis-St. Paul-Bloomington, MN-WI",52,   Finance and insurance,18649.5,14905.9,17255.8,16957.1,17771.8,18126.1,17205.6,19074.8,19494.6,19212.5,19833.8
1969,"Minneapolis-St. Paul-Bloomington, MN-WI",53,   Real estate and rental and leasing,29571.5,30180.3,,29541.7,30548.3,30707.7,30561.5,30852.1,31076.5,29857.4,30056.1
1972,"Minneapolis-St. Paul-Bloomington, MN-WI","54, 55, 56",  Professional and business services,29426.1,31547.0,27714.2,29824.3,30918.1,31282.2,32158.3,33935.7,34679.9,37394.1,38226.7
1973,"Minneapolis-St. Paul-Bloomington, MN-WI",54,"   Professional, scientific, and technical services",,,,,,,,,,,
1974,"Minneapolis-St. Paul-Bloomington, MN-WI",55,   Management of companies and enterprises,,,,,,,,,,,
1975,"Minneapolis-St. Paul-Bloomington, MN-WI",56,   Administrative and support and waste management and remediation services,,,,,,,5800.6,6051.2,6163.2,6481.6,6927.1
1978,"Minneapolis-St. Paul-Bloomington, MN-WI","61, 62","  Educational services, health care, and social assistance",15322.9,15897.9,16207.6,16130.5,16579.9,16844.8,17141.1,17557.8,18112.3,18841.0,19501.7
1979,"Minneapolis-St. Paul-Bloomington, MN-WI",61,   Educational services,,,,,,,1847.2,,1793.1,1812.6,1836.6
1980,"Minneapolis-St. Paul-Bloomington, MN-WI",62,   Health care and social assistance,,,,,,,15302.3,,16341.3,17056.8,17698.7
1984,"Minneapolis-St. Paul-Bloomington, MN-WI","71, 72","  Arts, entertainment, recreation, accommodation, and food services",6958.5,6872.9,6422.2,6737.3,6946.4,6951.7,6666.6,6721.6,6856.2,7130.6,7411.8
1985,"Minneapolis-St. Paul-Bloomington, MN-WI",71,"   Arts, entertainment, and recreation",2241.9,2276.2,2173.0,,,2345.9,2070.9,,2153.4,2295.6,2464.6
1988,"Minneapolis-St. Paul-Bloomington, MN-WI",72,   Accommodation and food services,4719.9,4597.5,4249.2,,,4605.8,4593.0,,4700.4,4834.5,4950.3
1991,"Minneapolis-St. Paul-Bloomington, MN-WI",81,  Other services (except government and government enterprises),,4368.4,4075.9,3903.5,3994.2,3992.8,4022.6,4156.7,4195.8,4246.3,4373.4
1996,"Minneapolis-St. Paul-Bloomington, MN-WI","11, 21",Natural resources and mining,615.8,,764.8,,802.3,,787.3,869.1,608.2,920.9,795.7
1997,"Minneapolis-St. Paul-Bloomington, MN-WI","42, 44-45",Trade,,,,,,,26416.6,27044.5,27924.2,28294.5,29450.1
2003,"Nashville-Davidson--Murfreesboro--Franklin, TN",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,152.6,171.9,233.5,256.1,237.7
2006,"Nashville-Davidson--Murfreesboro--Franklin, TN",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,240.5,282.6,286.4,273.6,256.7
2010,"Nashville-Davidson--Murfreesboro--Franklin, TN",22,  Utilities,,,,,,,541.5,493.1,486.7,538.5,565.3
2011,"Nashville-Davidson--Murfreesboro--Franklin, TN",23,  Construction,,,,,,,3391.9,3591.6,4065.7,4288.4,4502.4
2012,"Nashville-Davidson--Murfreesboro--Franklin, TN",31-33,  Manufacturing,,,8731.3,8791.5,9195.0,10152.0,10961.0,11250.8,11405.4,11931.9,12691.5
2034,"Nashville-Davidson--Murfreesboro--Franklin, TN",42,  Wholesale trade,,,,,,,6776.4,7208.3,7446.2,7670.5,8110.9
2035,"Nashville-Davidson--Murfreesboro--Franklin, TN",44-45,  Retail trade,6522.5,5911.2,5699.6,6052.1,6451.4,6571.3,6433.1,6755.4,7264.1,7751.6,8112.3
2036,"Nashville-Davidson--Murfreesboro--Franklin, TN",48-49,  Transportation and warehousing,,,,,,,2945.0,3036.2,3171.2,3368.4,3594.5
2045,"Nashville-Davidson--Murfreesboro--Franklin, TN",51,  Information,,,,,3767.6,4630.7,4283.9,3648.8,,4899.5,5019.1
2050,"Nashville-Davidson--Murfreesboro--Franklin, TN","52, 53","  Finance, insurance, real estate, rental, and leasing",13457.8,14222.0,14685.6,15191.7,16529.0,17183.5,18158.7,19709.1,,22479.1,22989.9
2051,"Nashville-Davidson--Murfreesboro--Franklin, TN",52,   Finance and insurance,,,,,,,,,6743.4,7093.3,7229.9
2056,"Nashville-Davidson--Murfreesboro--Franklin, TN",53,   Real estate and rental and leasing,,,,,,,,,,15399.2,15776.8
2059,"Nashville-Davidson--Murfreesboro--Franklin, TN","54, 55, 56",  Professional and business services,9455.5,10444.2,9677.1,10170.1,10639.6,12370.2,12888.4,13647.8,15114.0,15642.9,15911.9
2060,"Nashville-Davidson--Murfreesboro--Franklin, TN",54,"   Professional, scientific, and technical services",,,,,,,6391.0,6960.5,7847.5,8059.8,
2061,"Nashville-Davidson--Murfreesboro--Franklin, TN",55,   Management of companies and enterprises,,,,,,,,2527.8,2991.2,3134.4,
2062,"Nashville-Davidson--Murfreesboro--Franklin, TN",56,   Administrative and support and waste management and remediation services,,,,,,3482.4,,4170.5,4292.3,4469.2,4771.7
2065,"Nashville-Davidson--Murfreesboro--Franklin, TN","61, 62","  Educational services, health care, and social assistance",9641.2,10402.1,11429.4,11717.5,12208.7,12435.2,12858.8,13514.2,14234.6,14942.7,15934.2
2066,"Nashville-Davidson--Murfreesboro--Franklin, TN",61,   Educational services,,,,,,,1275.2,1296.2,1262.3,1308.9,1358.7
2067,"Nashville-Davidson--Murfreesboro--Franklin, TN",62,   Health care and social assistance,,,,,,,11587.8,12225.7,12989.8,13653.9,14601.1
2071,"Nashville-Davidson--Murfreesboro--Franklin, TN","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4195.2,4388.1,4215.7,4343.9,4479.5,4953.7,5487.5,6017.8,6461.4,6353.4,6795.6
2072,"Nashville-Davidson--Murfreesboro--Franklin, TN",71,"   Arts, entertainment, and recreation",,,,,,,2478.2,2764.6,3023.5,2779.4,3067.8
2075,"Nashville-Davidson--Murfreesboro--Franklin, TN",72,   Accommodation and food services,,,,,,,3014.6,3259.9,3446.4,3577.5,3734.5
2078,"Nashville-Davidson--Murfreesboro--Franklin, TN",81,  Other services (except government and government enterprises),,,,,2053.9,2167.6,2126.7,2194.2,2218.7,2313.4,2464.1
2083,"Nashville-Davidson--Murfreesboro--Franklin, TN","11, 21",Natural resources and mining,515.2,525.0,419.9,452.6,387.3,421.4,401.7,463.3,537.0,548.3,511.8
2084,"Nashville-Davidson--Murfreesboro--Franklin, TN","42, 44-45",Trade,,,,,,,13215.6,13971.2,14715.3,15424.7,16228.0
2090,"New Orleans-Metairie, LA",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,86.9,94.8,121.1,165.1,
2093,"New Orleans-Metairie, LA",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,3270.5,3630.4,3740.3,2458.8,2009.7
2097,"New Orleans-Metairie, LA",22,  Utilities,,,,,,,1148.2,1197.4,1122.3,,1137.8
2098,"New Orleans-Metairie, LA",23,  Construction,3036.7,3215.9,3324.7,3454.7,3340.7,3252.9,2784.3,2576.5,2635.6,2408.7,
2099,"New Orleans-Metairie, LA",31-33,  Manufacturing,14131.0,13909.6,13230.8,15674.9,10820.4,10968.4,10254.9,11357.8,12223.9,12769.0,12255.8
2121,"New Orleans-Metairie, LA",42,  Wholesale trade,,,,,,,4115.0,4289.4,,4630.6,
2122,"New Orleans-Metairie, LA",44-45,  Retail trade,,,,,,,3850.0,3837.4,,,
2123,"New Orleans-Metairie, LA",48-49,  Transportation and warehousing,2869.8,3277.6,3339.6,3360.4,3290.4,3419.4,3721.4,3615.0,3367.4,3285.8,3225.2
2132,"New Orleans-Metairie, LA",51,  Information,,1960.9,,,,,,,2017.1,2141.1,2218.4
2137,"New Orleans-Metairie, LA","52, 53","  Finance, insurance, real estate, rental, and leasing",8604.7,8188.1,8571.9,8619.5,8071.2,8474.8,8319.3,8705.8,9851.7,9752.2,9834.4
2138,"New Orleans-Metairie, LA",52,   Finance and insurance,2378.2,2220.8,2382.3,2402.9,2387.8,2418.0,2328.0,2626.2,2920.6,3064.7,3026.9
2143,"New Orleans-Metairie, LA",53,   Real estate and rental and leasing,6225.1,5969.5,6189.6,6216.5,5677.0,6055.6,5993.9,6064.9,6920.0,6654.9,6782.9
2146,"New Orleans-Metairie, LA","54, 55, 56",  Professional and business services,6383.7,6960.5,6492.9,6868.0,6783.3,6841.0,,7054.7,7393.4,7222.4,7407.4
2147,"New Orleans-Metairie, LA",54,"   Professional, scientific, and technical services",,,,,,,,4228.7,4399.6,4282.6,4280.9
2148,"New Orleans-Metairie, LA",55,   Management of companies and enterprises,,,,,,,,851.3,904.4,930.4,
2149,"New Orleans-Metairie, LA",56,   Administrative and support and waste management and remediation services,1962.4,1946.6,1721.2,1988.3,1854.7,1883.8,1870.0,1971.4,2088.4,2012.4,
2152,"New Orleans-Metairie, LA","61, 62","  Educational services, health care, and social assistance",4004.3,4417.9,4664.5,4779.3,4699.3,4744.0,4765.2,5088.5,5486.8,5716.8,5718.9
2153,"New Orleans-Metairie, LA",61,   Educational services,,,,,,,1109.5,1104.2,1090.9,1099.2,1082.3
2154,"New Orleans-Metairie, LA",62,   Health care and social assistance,,,,,,,3655.2,3989.6,4410.6,4636.8,4657.9
2158,"New Orleans-Metairie, LA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3831.8,3899.6,3804.1,3991.2,4117.1,4109.3,4154.5,4293.8,,4658.6,4670.1
2159,"New Orleans-Metairie, LA",71,"   Arts, entertainment, and recreation",1354.6,1416.4,1205.5,1260.5,1214.2,1123.8,1040.8,1043.8,,1223.0,1218.4
2162,"New Orleans-Metairie, LA",72,   Accommodation and food services,2476.7,2481.8,2598.6,2730.7,2903.2,2985.6,3112.6,3248.2,3430.1,3436.1,3452.0
2165,"New Orleans-Metairie, LA",81,  Other services (except government and government enterprises),1402.3,1403.4,1353.9,1348.8,1330.8,1380.0,1354.1,,,,
2170,"New Orleans-Metairie, LA","11, 21",Natural resources and mining,5427.2,,5651.9,4304.4,4996.4,5307.8,3357.3,3725.2,3866.6,2674.3,
2171,"New Orleans-Metairie, LA","42, 44-45",Trade,8564.6,8089.4,7425.8,7479.2,7596.4,7653.5,7967.0,8130.8,8477.1,,
2177,"New York-Newark-Jersey City, NY-NJ-PA",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,476.4,,,634.2,
2180,"New York-Newark-Jersey City, NY-NJ-PA",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,685.9,,
2184,"New York-Newark-Jersey City, NY-NJ-PA",22,  Utilities,,,,,,,,,,,
2185,"New York-Newark-Jersey City, NY-NJ-PA",23,  Construction,43804.3,42805.3,39523.9,37697.2,37371.0,38247.2,40613.6,,,,
2186,"New York-Newark-Jersey City, NY-NJ-PA",31-33,  Manufacturing,,76286.6,,,,,,,,,
2208,"New York-Newark-Jersey City, NY-NJ-PA",42,  Wholesale trade,,,72753.5,,,,79965.6,82244.4,87149.4,84546.7,86090.7
2209,"New York-Newark-Jersey City, NY-NJ-PA",44-45,  Retail trade,62248.4,60547.3,58455.1,60469.3,62255.4,63280.1,65809.9,67371.3,69168.4,71475.5,74365.6
2210,"New York-Newark-Jersey City, NY-NJ-PA",48-49,  Transportation and warehousing,,,,,,,,,,,
2219,"New York-Newark-Jersey City, NY-NJ-PA",51,  Information,97901.8,103962.6,101765.9,106601.0,108335.9,111759.3,116007.8,116709.9,128145.1,133659.0,133310.7
2224,"New York-Newark-Jersey City, NY-NJ-PA","52, 53","  Finance, insurance, real estate, rental, and leasing",398619.2,351287.5,397678.0,422168.2,421805.7,447229.5,432652.7,441541.9,440367.9,435998.1,440436.5
2225,"New York-Newark-Jersey City, NY-NJ-PA",52,   Finance and insurance,185018.3,143353.2,188554.9,197982.4,192907.8,212240.3,196243.3,202911.3,200782.5,193391.1,194373.5
2230,"New York-Newark-Jersey City, NY-NJ-PA",53,   Real estate and rental and leasing,212487.0,209320.4,209123.1,224236.5,229234.8,234695.8,237217.0,239024.6,240305.6,244603.2,248329.2
2233,"New York-Newark-Jersey City, NY-NJ-PA","54, 55, 56",  Professional and business services,185044.0,191861.4,176386.3,182757.8,189619.3,196251.5,,204425.5,213354.2,,222977.5
2234,"New York-Newark-Jersey City, NY-NJ-PA",54,"   Professional, scientific, and technical services",115418.2,123171.3,112793.6,112682.5,118104.2,122198.7,122020.1,,133526.7,137414.7,139342.6
2235,"New York-Newark-Jersey City, NY-NJ-PA",55,   Management of companies and enterprises,,,,33655.1,34336.1,35134.9,,,37051.3,,38406.4
2236,"New York-Newark-Jersey City, NY-NJ-PA",56,   Administrative and support and waste management and remediation services,,,,36449.4,37181.3,38928.0,39571.6,41091.8,42689.6,42164.1,45124.4
2239,"New York-Newark-Jersey City, NY-NJ-PA","61, 62","  Educational services, health care, and social assistance",100687.4,104992.7,107214.6,107556.4,108508.0,110130.8,111680.6,113963.5,116848.7,118823.4,122221.7
2240,"New York-Newark-Jersey City, NY-NJ-PA",61,   Educational services,16524.2,17019.0,17754.8,17867.7,18179.3,18563.3,18431.2,19066.7,20339.7,20553.2,20591.2
2241,"New York-Newark-Jersey City, NY-NJ-PA",62,   Health care and social assistance,84164.8,87972.7,89459.8,89688.6,90326.7,91562.3,93263.5,94892.8,96435.1,98208.3,101627.5
2245,"New York-Newark-Jersey City, NY-NJ-PA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",45277.6,45758.5,43101.0,45305.4,47798.9,49782.3,,,51798.7,52592.5,54138.4
2246,"New York-Newark-Jersey City, NY-NJ-PA",71,"   Arts, entertainment, and recreation",15864.6,16418.7,16198.4,16658.6,16859.0,17644.1,,,18509.2,19067.3,19698.7
2249,"New York-Newark-Jersey City, NY-NJ-PA",72,   Accommodation and food services,29432.8,29349.2,26902.6,28647.1,30942.3,32140.8,34084.5,33242.6,33299.8,33543.9,34461.5
2252,"New York-Newark-Jersey City, NY-NJ-PA",81,  Other services (except government and government enterprises),27628.0,26932.8,25732.6,25132.7,25447.4,26397.9,26260.7,26841.1,27291.6,27392.5,27741.0
2257,"New York-Newark-Jersey City, NY-NJ-PA","11, 21",Natural resources and mining,1326.7,,,1168.5,941.1,1007.0,,1018.7,,,1079.4
2258,"New York-Newark-Jersey City, NY-NJ-PA","42, 44-45",Trade,,,131208.5,,,,145755.3,149598.8,156323.9,155979.7,160385.8
2264,"Oklahoma City, OK",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,,,158.8
2267,"Oklahoma City, OK",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,,,10194.7
2271,"Oklahoma City, OK",22,  Utilities,,,,,,,1288.1,1616.8,1018.9,1060.6,
2272,"Oklahoma City, OK",23,  Construction,2097.2,2114.0,2135.6,2343.9,2451.5,2687.7,2664.7,2550.2,2555.5,2510.2,2468.1
2273,"Oklahoma City, OK",31-33,  Manufacturing,3832.6,3931.4,3118.3,3263.1,3710.6,4008.4,3962.5,4186.7,4002.3,3666.3,3592.7
2295,"Oklahoma City, OK",42,  Wholesale trade,,,,,,,4161.8,4366.2,4275.8,,4393.6
2296,"Oklahoma City, OK",44-45,  Retail trade,3622.7,3432.7,3568.5,3769.3,3930.2,4153.0,4202.8,4199.6,4120.1,4164.0,4202.9
2297,"Oklahoma City, OK",48-49,  Transportation and warehousing,,,,1338.9,,,1314.2,1463.9,1794.1,,
2306,"Oklahoma City, OK",51,  Information,,,,1709.2,1757.1,1574.9,1557.2,1696.9,1902.6,,
2311,"Oklahoma City, OK","52, 53","  Finance, insurance, real estate, rental, and leasing",8888.1,8420.4,8680.6,9096.5,9428.0,10526.9,10341.7,10552.2,10612.1,10449.3,10655.4
2312,"Oklahoma City, OK",52,   Finance and insurance,2453.7,2168.5,2403.3,2320.9,2388.6,2665.6,2573.7,2877.8,2660.9,2621.0,2656.3
2317,"Oklahoma City, OK",53,   Real estate and rental and leasing,6425.8,6259.2,6277.3,6779.6,7044.3,7867.0,7777.3,7657.3,7963.1,7840.0,8013.5
2320,"Oklahoma City, OK","54, 55, 56",  Professional and business services,5157.2,5503.5,5195.1,5548.1,5909.8,6253.8,6432.5,6626.6,6608.5,6545.8,6801.6
2321,"Oklahoma City, OK",54,"   Professional, scientific, and technical services",,,,,,,,,,3197.3,3331.1
2322,"Oklahoma City, OK",55,   Management of companies and enterprises,,,,,,,998.3,,,,1159.2
2323,"Oklahoma City, OK",56,   Administrative and support and waste management and remediation services,,,,,,,,2516.6,,,2320.3
2326,"Oklahoma City, OK","61, 62","  Educational services, health care, and social assistance",4375.2,4601.9,4710.3,4773.1,4904.7,5056.2,5187.3,5381.8,5523.0,5586.4,5623.1
2327,"Oklahoma City, OK",61,   Educational services,,,,,,,372.9,,324.7,,
2328,"Oklahoma City, OK",62,   Health care and social assistance,,,,,,,4815.1,,5205.7,,
2332,"Oklahoma City, OK","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2199.0,2114.4,2147.9,2150.9,2217.4,2354.8,2493.3,2591.4,2619.2,2571.8,2507.3
2333,"Oklahoma City, OK",71,"   Arts, entertainment, and recreation",440.3,381.1,,514.8,,,,,610.0,,
2336,"Oklahoma City, OK",72,   Accommodation and food services,1758.5,1735.3,,1636.2,,,,,2009.3,,
2339,"Oklahoma City, OK",81,  Other services (except government and government enterprises),1274.4,,,1220.7,1233.3,1272.8,1261.6,1288.5,1293.5,,
2344,"Oklahoma City, OK","11, 21",Natural resources and mining,5455.1,5317.7,6243.9,4841.1,5017.5,,6615.4,5743.0,11148.4,9018.2,10315.1
2345,"Oklahoma City, OK","42, 44-45",Trade,,,,,,,8354.9,8558.3,8388.4,,8590.2
2351,"Orlando-Kissimmee-Sanford, FL",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,218.3,228.5,,330.2,279.4
2354,"Orlando-Kissimmee-Sanford, FL",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,9.6,78.2,,91.5,97.6
2358,"Orlando-Kissimmee-Sanford, FL",22,  Utilities,1296.9,1245.8,1169.3,1172.6,1160.7,1153.7,1011.4,898.9,867.0,837.4,878.4
2359,"Orlando-Kissimmee-Sanford, FL",23,  Construction,7752.0,6534.5,4578.0,3441.0,3075.7,3646.2,3949.2,4431.2,5065.0,5644.6,6083.0
2360,"Orlando-Kissimmee-Sanford, FL",31-33,  Manufacturing,4993.0,4761.7,4486.8,4309.8,4347.2,4224.7,4560.1,4718.8,5034.5,5133.2,5352.5
2382,"Orlando-Kissimmee-Sanford, FL",42,  Wholesale trade,7715.4,7377.2,5921.5,5890.3,5630.7,5734.6,6015.6,6523.8,7008.5,6938.6,7267.3
2383,"Orlando-Kissimmee-Sanford, FL",44-45,  Retail trade,6973.6,6478.8,6174.5,6284.6,6524.3,6897.9,7046.9,7442.4,7744.1,8142.0,8479.7
2384,"Orlando-Kissimmee-Sanford, FL",48-49,  Transportation and warehousing,2868.0,2841.0,2606.8,2860.3,2811.6,2626.0,2635.6,2914.2,3102.4,3336.9,3445.1
2393,"Orlando-Kissimmee-Sanford, FL",51,  Information,5048.7,4694.8,3884.4,4035.0,4156.0,4158.3,4560.1,4728.1,5248.8,5605.1,5905.7
2398,"Orlando-Kissimmee-Sanford, FL","52, 53","  Finance, insurance, real estate, rental, and leasing",26269.9,28089.5,28780.2,28937.7,29096.6,27099.6,34336.4,28811.6,28322.0,26772.7,25635.3
2399,"Orlando-Kissimmee-Sanford, FL",52,   Finance and insurance,4252.3,3727.0,3839.0,4160.5,3945.2,4572.7,4885.5,4827.6,5089.0,5868.5,5782.8
2404,"Orlando-Kissimmee-Sanford, FL",53,   Real estate and rental and leasing,21949.2,24363.5,24941.2,24771.0,25156.4,22472.6,29456.0,23921.8,23135.4,20675.8,19610.0
2407,"Orlando-Kissimmee-Sanford, FL","54, 55, 56",  Professional and business services,13846.5,13785.8,12686.7,12564.0,12681.8,13309.9,13908.4,14387.4,15226.3,16205.8,17512.5
2408,"Orlando-Kissimmee-Sanford, FL",54,"   Professional, scientific, and technical services",6880.4,6946.5,6275.1,6254.8,6320.9,6611.1,6788.0,6908.2,7256.7,7878.9,8664.3
2409,"Orlando-Kissimmee-Sanford, FL",55,   Management of companies and enterprises,1548.8,1548.1,1486.2,1563.4,1563.5,1891.2,1931.9,2031.7,2220.9,2261.8,2484.8
2410,"Orlando-Kissimmee-Sanford, FL",56,   Administrative and support and waste management and remediation services,5416.2,5290.5,4925.4,4744.7,4796.2,4803.1,5189.5,5454.0,5760.6,6068.4,6370.0
2413,"Orlando-Kissimmee-Sanford, FL","61, 62","  Educational services, health care, and social assistance",7271.6,7593.7,7593.3,7791.8,8014.6,8462.9,8570.4,8771.8,9290.0,9427.4,9574.6
2414,"Orlando-Kissimmee-Sanford, FL",61,   Educational services,828.9,823.1,861.3,916.1,988.5,1105.0,1122.0,1114.4,1053.4,1006.8,969.3
2415,"Orlando-Kissimmee-Sanford, FL",62,   Health care and social assistance,6443.4,6770.5,6731.9,6875.6,7025.4,7355.4,7445.7,7657.2,8248.4,8439.6,8631.1
2419,"Orlando-Kissimmee-Sanford, FL","71, 72","  Arts, entertainment, recreation, accommodation, and food services",10837.4,10673.5,9740.0,10230.5,10368.2,10860.4,10938.6,11567.0,12263.6,12758.0,12909.5
2420,"Orlando-Kissimmee-Sanford, FL",71,"   Arts, entertainment, and recreation",4308.8,4520.8,4367.8,4765.3,4817.0,4973.7,4589.8,4934.0,5197.9,5488.3,5617.0
2423,"Orlando-Kissimmee-Sanford, FL",72,   Accommodation and food services,6530.1,6152.4,5372.2,5465.8,5551.7,5886.1,6339.0,6625.4,7056.2,7263.6,7290.0
2426,"Orlando-Kissimmee-Sanford, FL",81,  Other services (except government and government enterprises),2335.3,2284.9,2080.1,2019.8,1992.1,2090.6,2166.3,2253.9,2398.8,2486.9,2491.0
2431,"Orlando-Kissimmee-Sanford, FL","11, 21",Natural resources and mining,389.5,384.7,413.8,404.6,316.5,299.9,234.5,301.1,377.1,416.7,372.1
2432,"Orlando-Kissimmee-Sanford, FL","42, 44-45",Trade,14672.0,13838.1,12096.0,12174.4,12150.0,12624.9,13056.7,13962.0,14750.5,15073.9,15741.4
2438,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,493.3,552.1,614.4,1193.6,
2441,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,,,
2445,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",22,  Utilities,,5403.8,5101.9,,,5966.3,,,,,
2446,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",23,  Construction,,,,,,,,,,,13520.6
2447,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-33,  Manufacturing,,36547.1,,,,29209.2,,,,,31700.8
2469,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,  Wholesale trade,23756.2,23282.9,20652.3,21356.5,21972.2,22156.5,22924.3,23967.1,,,
2470,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44-45,  Retail trade,18256.4,17327.9,17304.2,17318.7,16714.6,16818.3,17281.7,17417.8,17810.1,17920.8,18135.8
2471,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",48-49,  Transportation and warehousing,,7410.0,6818.3,7331.2,7199.2,7306.2,7499.1,7613.7,7701.2,7835.0,8026.8
